pesel,exam_type,score,attempt_number,exam_date,city
38231011200,PRACTICE,70.3,3,2019-04-05,Jelenia Gora
38231011200,PRACTICE,92.14999999999999,4,2019-04-05,Rybnik
32348599000,PRACTICE,57,1,2019-04-11,Krasnik
32348599000,PRACTICE,78,2,2019-04-11,Lodz - Smutna
59810900300,PRACTICE,97,1,2019-04-10,Sochaczew
27135066800,PRACTICE,63.65,1,2019-04-04,Elblag
27135066800,PRACTICE,65.55,2,2019-04-04,Opole
27135066800,PRACTICE,68.39999999999999,3,2019-04-04,Szczecin
27135066800,PRACTICE,82.64999999999999,4,2019-04-04,Rybnik
11237854300,PRACTICE,58,1,2019-04-11,Poznan
11237854300,PRACTICE,96,2,2019-04-11,Grudziadz
07423206800,PRACTICE,51.3,1,2019-04-04,Milicz
07423206800,PRACTICE,72.2,2,2019-04-04,Krakow - Nowohucka
07423206800,PRACTICE,57.0,3,2019-04-04,Siedlce
07423206800,PRACTICE,51.3,4,2019-04-04,Kamienna Gora
07423206800,PRACTICE,77.89999999999999,5,2019-04-04,Lomza
34823920000,PRACTICE,69.35,1,2019-04-05,Gdynia
34823920000,PRACTICE,70.3,2,2019-04-05,Torun
34823920000,PRACTICE,82.64999999999999,3,2019-04-05,Bielsk Podlaski
30395373200,PRACTICE,68.39999999999999,1,2019-04-04,Warszawa - Bemowo
30395373200,PRACTICE,75.05,2,2019-04-04,Tarnow
25188680600,PRACTICE,60,1,2019-04-11,Szczecin
25188680600,PRACTICE,87,2,2019-04-11,Bialystok
05563138800,PRACTICE,86,1,2019-04-11,Krasnik
77519081900,PRACTICE,62,1,2019-04-11,Oswiecim
77519081900,PRACTICE,81,2,2019-04-11,Kalisz
29403259500,PRACTICE,58.9,1,2019-04-04,Suwalki
29403259500,PRACTICE,50.349999999999994,2,2019-04-04,Krasnik
29403259500,PRACTICE,74.1,3,2019-04-04,Klodzko
29403259500,PRACTICE,63.65,4,2019-04-04,Gorzow Wielkopolski
29403259500,PRACTICE,88.35,5,2019-04-04,Gorzow Wielkopolski
02019487000,PRACTICE,50.349999999999994,1,2019-04-05,Bielsk Podlaski
02019487000,PRACTICE,56.05,2,2019-04-05,Luban
02019487000,PRACTICE,47.5,3,2019-04-05,Czestochowa
02019487000,PRACTICE,71.25,4,2019-04-05,Opole
02019487000,PRACTICE,93.1,5,2019-04-05,Inowroclaw
79916920500,PRACTICE,73.14999999999999,1,2019-04-04,Luban
79916920500,PRACTICE,65.55,2,2019-04-04,Dabrowa Gornicza
79916920500,PRACTICE,47.5,3,2019-04-04,Czestochowa
79916920500,PRACTICE,87.39999999999999,4,2019-04-04,Nowy Targ
41907979200,PRACTICE,74,1,2019-04-11,Sochaczew
41907979200,PRACTICE,55,2,2019-04-11,Wroclaw
41907979200,PRACTICE,82,3,2019-04-11,Lubin
37472064700,PRACTICE,68.39999999999999,1,2019-04-04,Torun
37472064700,PRACTICE,70.3,2,2019-04-04,Lodz - Maratonska
37472064700,PRACTICE,51.3,3,2019-04-04,Lubin
37472064700,PRACTICE,71.25,4,2019-04-04,Zielona Gora
37472064700,PRACTICE,95.0,5,2019-04-04,Boleslawiec
46053716500,PRACTICE,81.7,1,2019-04-04,Kamienna Gora
37087003500,PRACTICE,69.35,1,2019-04-04,Krakow - Nowohucka
37087003500,PRACTICE,79.8,2,2019-04-04,Lodz - Maratonska
86512020100,PRACTICE,77.89999999999999,1,2019-04-04,Zamosc
64189639400,PRACTICE,80.75,1,2019-04-04,Zwolen
42358462300,PRACTICE,78,1,2019-04-10,Gdansk
20794883100,PRACTICE,70.3,1,2019-04-04,Sochaczew
20794883100,PRACTICE,73.14999999999999,2,2019-04-04,Slupsk
20794883100,PRACTICE,68.39999999999999,3,2019-04-04,Walbrzych
20794883100,PRACTICE,77.89999999999999,4,2019-04-04,Szczecin
23949743300,PRACTICE,79.8,1,2019-04-05,Luban
30998905900,PRACTICE,57.0,1,2019-04-05,Przemysl
30998905900,PRACTICE,57.949999999999996,2,2019-04-05,Katowice
30998905900,PRACTICE,56.05,3,2019-04-05,Bilgoraj
30998905900,PRACTICE,92.14999999999999,4,2019-04-05,Krosno
55192173300,PRACTICE,67.45,1,2019-04-04,Leszno
55192173300,PRACTICE,82.64999999999999,2,2019-04-04,Jelenia Gora
05992928600,PRACTICE,50,1,2019-04-10,Tychy
05992928600,PRACTICE,92,2,2019-04-10,Zwolen
53564601000,PRACTICE,64.6,1,2019-04-05,Bilgoraj
53564601000,PRACTICE,72.2,2,2019-04-05,Olawa
53564601000,PRACTICE,91.19999999999999,3,2019-04-05,Inowroclaw
44656818000,PRACTICE,71,1,2019-04-10,Zwolen
44656818000,PRACTICE,81,2,2019-04-10,Garwolin
32691378100,PRACTICE,51,1,2019-04-10,Kamienna Gora
32691378100,PRACTICE,52,2,2019-04-10,Luban
32691378100,PRACTICE,97,3,2019-04-10,Ciechanow
40579794200,PRACTICE,61.75,1,2019-04-04,Ostroleka
40579794200,PRACTICE,51.3,2,2019-04-04,Warszawa - Odlewnicza
40579794200,PRACTICE,53.199999999999996,3,2019-04-04,Siedlce
40579794200,PRACTICE,72.2,4,2019-04-04,Ciechanow
40579794200,PRACTICE,81.7,5,2019-04-04,Luban
45240342500,PRACTICE,51.3,1,2019-04-05,Tarnogrzeg
45240342500,PRACTICE,57.949999999999996,2,2019-04-05,Olsztyn
45240342500,PRACTICE,77.89999999999999,3,2019-04-05,Mlawa
46829775700,PRACTICE,51.3,1,2019-04-04,Warszawa - Odlewnicza
46829775700,PRACTICE,63.65,2,2019-04-04,Lublin
46829775700,PRACTICE,65.55,3,2019-04-04,Pila
46829775700,PRACTICE,91.19999999999999,4,2019-04-04,Kamienna Gora
73079951900,PRACTICE,80.75,1,2019-04-04,Nowy Sacz
72938249000,PRACTICE,61,1,2019-04-11,Jelenia Gora
72938249000,PRACTICE,89,2,2019-04-11,Legnica
06018901900,PRACTICE,62.699999999999996,1,2019-04-04,Barlinek
06018901900,PRACTICE,64.6,2,2019-04-04,Tychy
06018901900,PRACTICE,84.55,3,2019-04-04,Kalisz
05277755900,PRACTICE,67.45,1,2019-04-04,Lomza
05277755900,PRACTICE,69.35,2,2019-04-04,Mlawa
05277755900,PRACTICE,60.8,3,2019-04-04,Poznan
05277755900,PRACTICE,82.64999999999999,4,2019-04-04,Chelm
84390743500,PRACTICE,78.85,1,2019-04-04,Krasnik
80753139400,PRACTICE,58.9,1,2019-04-05,Garwolin
80753139400,PRACTICE,95.0,2,2019-04-05,Zamosc
10453067000,PRACTICE,49.4,1,2019-04-04,Pila
10453067000,PRACTICE,74.1,2,2019-04-04,Garwolin
10453067000,PRACTICE,60.8,3,2019-04-04,Glogow
10453067000,PRACTICE,59.849999999999994,4,2019-04-04,Warszawa - Odlewnicza
10453067000,PRACTICE,67.45,5,2019-04-04,Gdynia
10453067000,PRACTICE,94.05,6,2019-04-04,Ostroleka
83273619000,PRACTICE,74,1,2019-04-10,Ostrowiec Swietokrzyski
83273619000,PRACTICE,83,2,2019-04-10,Katowice
71626790900,PRACTICE,76,1,2019-04-11,Poznan
35837904700,PRACTICE,60.8,1,2019-04-05,Bialystok
35837904700,PRACTICE,86.45,2,2019-04-05,Legnica
71898736600,PRACTICE,57,1,2019-04-11,Jelenia Gora
71898736600,PRACTICE,81,2,2019-04-11,Ciechanow
27767813000,PRACTICE,75,1,2019-04-11,Plock
19640489500,PRACTICE,69,1,2019-04-11,Tarnow
19640489500,PRACTICE,52,2,2019-04-11,Swidnica
19640489500,PRACTICE,94,3,2019-04-11,Skierniewice
27821414200,PRACTICE,79.8,1,2019-04-04,Warszawa - Bemowo
32362935300,PRACTICE,94,1,2019-04-10,Kedzierzyn Kozle
37745294000,PRACTICE,86,1,2019-04-11,Kielce
28724490100,PRACTICE,89.3,1,2019-04-04,Bialystok
53742502300,PRACTICE,68,1,2019-04-10,Walbrzych
53742502300,PRACTICE,64,2,2019-04-10,Garwolin
53742502300,PRACTICE,87,3,2019-04-10,Wloclawek
79223183600,PRACTICE,95,1,2019-04-11,Kozienice
13208810500,PRACTICE,57.0,1,2019-04-04,Kalisz
13208810500,PRACTICE,79.8,2,2019-04-04,Sieradz
11064249300,PRACTICE,66,1,2019-04-11,Inowroclaw
11064249300,PRACTICE,100,2,2019-04-11,Milicz
48669697100,PRACTICE,92,1,2019-04-10,Bielsk Podlaski
63459201500,PRACTICE,83.6,1,2019-04-05,Krakow - Balicka
89707473000,PRACTICE,74.1,1,2019-04-05,Biala Podlaska
89707473000,PRACTICE,87.39999999999999,2,2019-04-05,Bielsk Podlaski
21929782800,PRACTICE,84.55,1,2019-04-04,Opole
55671394800,PRACTICE,84.55,1,2019-04-05,Ostroleka
65127864100,PRACTICE,58.9,1,2019-04-04,Bilgoraj
65127864100,PRACTICE,76.95,2,2019-04-04,Biala Podlaska
26443054000,PRACTICE,94.05,1,2019-04-04,Krakow - Nowohucka
69456150300,PRACTICE,86,1,2019-04-11,Gdansk
34259455400,PRACTICE,72,1,2019-04-10,Jelenia Gora
34259455400,PRACTICE,94,2,2019-04-10,Zwolen
18559685900,PRACTICE,53,1,2019-04-10,Olesnica
18559685900,PRACTICE,68,2,2019-04-10,Jelenia Gora
18559685900,PRACTICE,61,3,2019-04-10,Kedzierzyn Kozle
18559685900,PRACTICE,69,4,2019-04-10,Bielsk Podlaski
18559685900,PRACTICE,92,5,2019-04-10,Lodz - Smutna
72168687400,PRACTICE,98,1,2019-04-11,Legnica
03412432900,PRACTICE,54,1,2019-04-11,Radom
03412432900,PRACTICE,83,2,2019-04-11,Chelm
58390985600,PRACTICE,85.5,1,2019-04-05,Lodz - Smutna
20350047300,PRACTICE,55,1,2019-04-11,Szczecinek
20350047300,PRACTICE,54,2,2019-04-11,Warszawa - Radarowa
20350047300,PRACTICE,60,3,2019-04-11,Jastrzebie Zdroj
20350047300,PRACTICE,98,4,2019-04-11,Grojec
29752669600,PRACTICE,76.0,1,2019-04-05,Szczecin
25161057000,PRACTICE,98,1,2019-04-11,Przemysl
31422759800,PRACTICE,72.2,1,2019-04-04,Chelm
31422759800,PRACTICE,52.25,2,2019-04-04,Biala Podlaska
31422759800,PRACTICE,78.85,3,2019-04-04,Wroclaw
02557134300,PRACTICE,93.1,1,2019-04-05,Grudziadz
87816284700,PRACTICE,65,1,2019-04-11,Swidnica
87816284700,PRACTICE,76,2,2019-04-11,Oswiecim
44833510000,PRACTICE,49.4,1,2019-04-04,Tarnow
44833510000,PRACTICE,83.6,2,2019-04-04,Plock
34685524300,PRACTICE,71,1,2019-04-11,Czestochowa
34685524300,PRACTICE,52,2,2019-04-11,Grudziadz
34685524300,PRACTICE,93,3,2019-04-11,Przemysl
57880558400,PRACTICE,78,1,2019-04-11,Siedlce
47438696400,PRACTICE,51,1,2019-04-10,Lodz - Maratonska
47438696400,PRACTICE,53,2,2019-04-10,Krakow - Balicka
47438696400,PRACTICE,90,3,2019-04-10,Gdynia
61538326800,PRACTICE,88,1,2019-04-10,Tarnogrzeg
76725632400,PRACTICE,47.5,1,2019-04-05,Bydgoszcz
76725632400,PRACTICE,52.25,2,2019-04-05,Przemysl
76725632400,PRACTICE,57.0,3,2019-04-05,Bilgoraj
76725632400,PRACTICE,50.349999999999994,4,2019-04-05,Legnica
76725632400,PRACTICE,52.25,5,2019-04-05,Lubin
76725632400,PRACTICE,58.9,6,2019-04-05,Kozienice
76725632400,PRACTICE,88.35,7,2019-04-05,Poznan
09574039200,PRACTICE,83,1,2019-04-10,Ciechanow
55089435000,PRACTICE,83,1,2019-04-11,Bielsk Podlaski
01571490400,PRACTICE,52.25,1,2019-04-05,Rybnik
01571490400,PRACTICE,50.349999999999994,2,2019-04-05,Lubin
01571490400,PRACTICE,59.849999999999994,3,2019-04-05,Bytom
01571490400,PRACTICE,62.699999999999996,4,2019-04-05,Radom - Radomskiego
01571490400,PRACTICE,67.45,5,2019-04-05,Krasnik
01571490400,PRACTICE,55.099999999999994,6,2019-04-05,Klodzko
01571490400,PRACTICE,88.35,7,2019-04-05,Katowice
16716254700,PRACTICE,89.3,1,2019-04-04,Elblag
08414576700,PRACTICE,85.5,1,2019-04-04,Bydgoszcz
58463014300,PRACTICE,76,1,2019-04-10,Luban
30494253900,PRACTICE,63.65,1,2019-04-04,Rybnik
30494253900,PRACTICE,67.45,2,2019-04-04,Klodzko
30494253900,PRACTICE,76.0,3,2019-04-04,Koszalin
23228732400,PRACTICE,86.45,1,2019-04-05,Kedzierzyn Kozle
32474285000,PRACTICE,72,1,2019-04-11,Nysa
32474285000,PRACTICE,68,2,2019-04-11,Boleslawiec
32474285000,PRACTICE,92,3,2019-04-11,Tychy
87836732300,PRACTICE,83,1,2019-04-10,Bialystok
57771411300,PRACTICE,63.65,1,2019-04-05,Bialystok
57771411300,PRACTICE,91.19999999999999,2,2019-04-05,Ciechanow
14275617200,PRACTICE,89.3,1,2019-04-05,Leszno
58622805300,PRACTICE,82,1,2019-04-11,Ciechanow
24294680600,PRACTICE,74,1,2019-04-11,Radom
24294680600,PRACTICE,85,2,2019-04-11,Chelm
47633004800,PRACTICE,51,1,2019-04-11,Wroclaw
47633004800,PRACTICE,96,2,2019-04-11,Pila
38073060600,PRACTICE,89,1,2019-04-10,Nowy Sacz
76218558700,PRACTICE,70,1,2019-04-10,Ostrowiec Swietokrzyski
76218558700,PRACTICE,72,2,2019-04-10,Radom
76218558700,PRACTICE,59,3,2019-04-10,Koszalin
76218558700,PRACTICE,67,4,2019-04-10,Zamosc
76218558700,PRACTICE,77,5,2019-04-10,Suwalki
00585272900,PRACTICE,93.1,1,2019-04-04,Krasnik
28635566100,PRACTICE,52,1,2019-04-11,Boleslawiec
28635566100,PRACTICE,88,2,2019-04-11,Lodz - Maratonska
54380247100,PRACTICE,63,1,2019-04-10,Gdansk
54380247100,PRACTICE,57,2,2019-04-10,Bialystok
54380247100,PRACTICE,53,3,2019-04-10,Kozienice
54380247100,PRACTICE,78,4,2019-04-10,Warszawa - Bemowo
66746731200,PRACTICE,62,1,2019-04-11,Ciechanow
66746731200,PRACTICE,58,2,2019-04-11,Tarnow
66746731200,PRACTICE,59,3,2019-04-11,Dabrowa Gornicza
66746731200,PRACTICE,96,4,2019-04-11,Mlawa
52226647600,PRACTICE,64,1,2019-04-11,Konin
52226647600,PRACTICE,66,2,2019-04-11,Szczecin
52226647600,PRACTICE,86,3,2019-04-11,Nysa
86540542600,PRACTICE,52,1,2019-04-10,Inowroclaw
86540542600,PRACTICE,85,2,2019-04-10,Plock
01006702600,PRACTICE,98,1,2019-04-11,Biala Podlaska
27349650300,PRACTICE,65.55,1,2019-04-04,Warszawa - Bemowo
27349650300,PRACTICE,89.3,2,2019-04-04,Bielsko Biala
75461853900,PRACTICE,56,1,2019-04-11,Walbrzych
75461853900,PRACTICE,74,2,2019-04-11,Warszawa - Bemowo
75461853900,PRACTICE,98,3,2019-04-11,Krakow - Balicka
57328279700,PRACTICE,75,1,2019-04-11,Oswiecim
46447766700,PRACTICE,86.45,1,2019-05-03,Oswiecim
85606070100,PRACTICE,76,1,2019-05-10,Ciechanow
16493179000,PRACTICE,60.8,1,2019-05-03,Sieradz
16493179000,PRACTICE,61.75,2,2019-05-03,Nowy Targ
16493179000,PRACTICE,63.65,3,2019-05-03,Grojec
16493179000,PRACTICE,95.0,4,2019-05-03,Rybnik
70244402700,PRACTICE,75.05,1,2019-05-03,Radom
24004817800,PRACTICE,65,1,2019-05-09,Bilgoraj
24004817800,PRACTICE,69,2,2019-05-09,Bydgoszcz
24004817800,PRACTICE,85,3,2019-05-09,Tarnow
44153893800,PRACTICE,98,1,2019-05-09,Swidnica
62039109800,PRACTICE,76.95,1,2019-05-06,Sochaczew
35942095600,PRACTICE,94.05,1,2019-05-06,Slupsk
23449089400,PRACTICE,56,1,2019-05-10,Krakow - Nowohucka
23449089400,PRACTICE,90,2,2019-05-10,Koszalin
35288306000,PRACTICE,80.75,1,2019-05-06,Ostroleka
48807509900,PRACTICE,84.55,1,2019-05-06,Zielona Gora
12431533200,PRACTICE,88,1,2019-05-09,Krakow - Balicka
86811206400,PRACTICE,57.0,1,2019-05-06,Walbrzych
86811206400,PRACTICE,61.75,2,2019-05-06,Bilgoraj
86811206400,PRACTICE,91.19999999999999,3,2019-05-06,Lodz - Maratonska
52204159300,PRACTICE,70,1,2019-05-10,Walbrzych
52204159300,PRACTICE,58,2,2019-05-10,Sochaczew
52204159300,PRACTICE,98,3,2019-05-10,Kamienna Gora
23226986600,PRACTICE,67,1,2019-05-10,Dabrowa Gornicza
23226986600,PRACTICE,95,2,2019-05-10,Radom - Radomskiego
75729205300,PRACTICE,94,1,2019-05-10,Radom - Radomskiego
76966781600,PRACTICE,61,1,2019-05-10,Lomza
76966781600,PRACTICE,98,2,2019-05-10,Inowroclaw
88526289200,PRACTICE,53,1,2019-05-09,Garwolin
88526289200,PRACTICE,53,2,2019-05-09,Warszawa - Radarowa
88526289200,PRACTICE,92,3,2019-05-09,Opole
00885073200,PRACTICE,75,1,2019-05-09,Luban
86466440900,PRACTICE,51.3,1,2019-05-06,Inowroclaw
86466440900,PRACTICE,90.25,2,2019-05-06,Lubin
19693462400,PRACTICE,53,1,2019-05-10,Bydgoszcz
19693462400,PRACTICE,81,2,2019-05-10,Grojec
30012238100,PRACTICE,64,1,2019-05-10,Wroclaw
30012238100,PRACTICE,84,2,2019-05-10,Zamosc
52306023500,PRACTICE,61.75,1,2019-05-06,Inowroclaw
52306023500,PRACTICE,91.19999999999999,2,2019-05-06,Szczecin
35502449200,PRACTICE,52,1,2019-05-09,Tychy
35502449200,PRACTICE,65,2,2019-05-09,Grudziadz
35502449200,PRACTICE,54,3,2019-05-09,Czestochowa
35502449200,PRACTICE,68,4,2019-05-09,Tarnow
35502449200,PRACTICE,77,5,2019-05-09,Bydgoszcz
59914070200,PRACTICE,67,1,2019-05-09,Grudziadz
59914070200,PRACTICE,79,2,2019-05-09,Lodz - Smutna
40126952100,PRACTICE,65.55,1,2019-05-03,Kedzierzyn Kozle
40126952100,PRACTICE,78.85,2,2019-05-03,Olesnica
60788031300,PRACTICE,47.5,1,2019-05-06,Czestochowa
60788031300,PRACTICE,71.25,2,2019-05-06,Suwalki
60788031300,PRACTICE,77.89999999999999,3,2019-05-06,Glogow
80670260700,PRACTICE,73.14999999999999,1,2019-05-03,Warszawa - Radarowa
80670260700,PRACTICE,92.14999999999999,2,2019-05-03,Siedlce
57692543100,PRACTICE,92.14999999999999,1,2019-05-06,Bydgoszcz
22975248500,PRACTICE,94,1,2019-05-10,Katowice
78774996100,PRACTICE,95,1,2019-05-09,Kalisz
66349322200,PRACTICE,60,1,2019-05-09,Bielsko Biala
66349322200,PRACTICE,52,2,2019-05-09,Kielce
66349322200,PRACTICE,80,3,2019-05-09,Siedlce
32481621500,PRACTICE,60,1,2019-05-09,Jelenia Gora
32481621500,PRACTICE,55,2,2019-05-09,Torun
32481621500,PRACTICE,62,3,2019-05-09,Gorzow Wielkopolski
32481621500,PRACTICE,51,4,2019-05-09,Krosno
32481621500,PRACTICE,77,5,2019-05-09,Bytom
21348585700,PRACTICE,53.199999999999996,1,2019-05-06,Barlinek
21348585700,PRACTICE,91.19999999999999,2,2019-05-06,Piotrkow Trybunalski
85442335700,PRACTICE,85.5,1,2019-05-03,Barlinek
49701353800,PRACTICE,82.64999999999999,1,2019-05-06,Ciechanow
45932572700,PRACTICE,67.45,1,2019-05-06,Boleslawiec
45932572700,PRACTICE,51.3,2,2019-05-06,Warszawa - Radarowa
45932572700,PRACTICE,94.05,3,2019-05-06,Bytom
70008667400,PRACTICE,73,1,2019-05-10,Gdansk
70008667400,PRACTICE,88,2,2019-05-10,Zamosc
33066191100,PRACTICE,64,1,2019-05-10,Warszawa - Odlewnicza
33066191100,PRACTICE,52,2,2019-05-10,Krosno
33066191100,PRACTICE,50,3,2019-05-10,Bilgoraj
33066191100,PRACTICE,63,4,2019-05-10,Suwalki
33066191100,PRACTICE,58,5,2019-05-10,Opole
33066191100,PRACTICE,57,6,2019-05-10,Skierniewice
33066191100,PRACTICE,81,7,2019-05-10,Kedzierzyn Kozle
65539673100,PRACTICE,50.349999999999994,1,2019-05-03,Elblag
65539673100,PRACTICE,77.89999999999999,2,2019-05-03,Lodz - Maratonska
62235361100,PRACTICE,61.75,1,2019-05-06,Tarnogrzeg
62235361100,PRACTICE,66.5,2,2019-05-06,Elblag
62235361100,PRACTICE,57.949999999999996,3,2019-05-06,Ciechanow
62235361100,PRACTICE,48.449999999999996,4,2019-05-06,Olawa
62235361100,PRACTICE,69.35,5,2019-05-06,Katowice
62235361100,PRACTICE,73.14999999999999,6,2019-05-06,Bytom
62235361100,PRACTICE,86.45,7,2019-05-06,Bydgoszcz
71492659500,PRACTICE,63.65,1,2019-05-06,Slupsk
71492659500,PRACTICE,67.45,2,2019-05-06,Boleslawiec
71492659500,PRACTICE,70.3,3,2019-05-06,Bilgoraj
71492659500,PRACTICE,73.14999999999999,4,2019-05-06,Olesnica
71492659500,PRACTICE,87.39999999999999,5,2019-05-06,Swidnica
20884687200,PRACTICE,68.39999999999999,1,2019-05-06,Luban
20884687200,PRACTICE,94.05,2,2019-05-06,Barlinek
75904448800,PRACTICE,79.8,1,2019-05-03,Radom - Radomskiego
29093889400,PRACTICE,77,1,2019-05-09,Pulawy
04480124000,PRACTICE,65,1,2019-05-10,Olawa
04480124000,PRACTICE,61,2,2019-05-10,Gorzow Wielkopolski
04480124000,PRACTICE,66,3,2019-05-10,Gdynia
04480124000,PRACTICE,79,4,2019-05-10,Grojec
38971935300,PRACTICE,63.65,1,2019-05-06,Boleslawiec
38971935300,PRACTICE,92.14999999999999,2,2019-05-06,Bielsk Podlaski
38068101700,PRACTICE,60.8,1,2019-05-06,Garwolin
38068101700,PRACTICE,68.39999999999999,2,2019-05-06,Lukow
38068101700,PRACTICE,55.099999999999994,3,2019-05-06,Przemysl
38068101700,PRACTICE,86.45,4,2019-05-06,Radom - Radomskiego
74631188800,PRACTICE,63.65,1,2019-05-06,Bielsko Biala
74631188800,PRACTICE,55.099999999999994,2,2019-05-06,Krakow - Nowohucka
74631188800,PRACTICE,56.05,3,2019-05-06,Mlawa
74631188800,PRACTICE,57.0,4,2019-05-06,Gorzow Wielkopolski
74631188800,PRACTICE,65.55,5,2019-05-06,Swidnica
74631188800,PRACTICE,69.35,6,2019-05-06,Klodzko
74631188800,PRACTICE,92.14999999999999,7,2019-05-06,Warszawa - Odlewnicza
31394706400,PRACTICE,53.199999999999996,1,2019-05-03,Swidnica
31394706400,PRACTICE,71.25,2,2019-05-03,Lodz - Smutna
31394706400,PRACTICE,76.0,3,2019-05-03,Legnica
22675823500,PRACTICE,70,1,2019-05-09,Gdynia
22675823500,PRACTICE,63,2,2019-05-09,Walbrzych
22675823500,PRACTICE,65,3,2019-05-09,Zwolen
22675823500,PRACTICE,88,4,2019-05-09,Lodz - Smutna
09308997800,PRACTICE,49.4,1,2019-05-03,Bydgoszcz
09308997800,PRACTICE,86.45,2,2019-05-03,Jastrzebie Zdroj
09228824400,PRACTICE,80.75,1,2019-05-03,Sochaczew
70378101300,PRACTICE,68.39999999999999,1,2019-05-06,Zwolen
70378101300,PRACTICE,76.95,2,2019-05-06,Wroclaw
64548220700,PRACTICE,60.8,1,2019-05-03,Jastrzebie Zdroj
64548220700,PRACTICE,83.6,2,2019-05-03,Rzeszow
37024042500,PRACTICE,57.0,1,2019-05-06,Wloclawek
37024042500,PRACTICE,68.39999999999999,2,2019-05-06,Grojec
37024042500,PRACTICE,52.25,3,2019-05-06,Pulawy
37024042500,PRACTICE,73.14999999999999,4,2019-05-06,Chelm
37024042500,PRACTICE,68.39999999999999,5,2019-05-06,Kalisz
37024042500,PRACTICE,57.949999999999996,6,2019-05-06,Ostrowiec Swietokrzyski
37024042500,PRACTICE,83.6,7,2019-05-06,Olsztyn
63985575800,PRACTICE,57.949999999999996,1,2019-05-03,Krakow - Nowohucka
63985575800,PRACTICE,56.05,2,2019-05-03,Lublin
63985575800,PRACTICE,66.5,3,2019-05-03,Szczecin
63985575800,PRACTICE,66.5,4,2019-05-03,Sieradz
63985575800,PRACTICE,66.5,5,2019-05-03,Lomza
63985575800,PRACTICE,76.0,6,2019-05-03,Zielona Gora
31449369200,PRACTICE,89,1,2019-05-10,Jastrzebie Zdroj
53728245600,PRACTICE,87,1,2019-05-09,Zwolen
35736043500,PRACTICE,51,1,2019-05-09,Milicz
35736043500,PRACTICE,63,2,2019-05-09,Rzeszow
35736043500,PRACTICE,57,3,2019-05-09,Grudziadz
35736043500,PRACTICE,66,4,2019-05-09,Klodzko
35736043500,PRACTICE,65,5,2019-05-09,Olesnica
35736043500,PRACTICE,64,6,2019-05-09,Tychy
35736043500,PRACTICE,71,7,2019-05-09,Warszawa - Odlewnicza
35736043500,PRACTICE,66,8,2019-05-09,Ostrowiec Swietokrzyski
35736043500,PRACTICE,51,9,2019-05-09,Katowice
35736043500,PRACTICE,92,10,2019-05-09,Nowy Targ
46231337400,PRACTICE,84.55,1,2019-05-06,Milicz
59991814100,PRACTICE,69.35,1,2019-05-06,Szczecinek
59991814100,PRACTICE,65.55,2,2019-05-06,Kedzierzyn Kozle
59991814100,PRACTICE,55.099999999999994,3,2019-05-06,Skierniewice
59991814100,PRACTICE,61.75,4,2019-05-06,Tarnow
59991814100,PRACTICE,48.449999999999996,5,2019-05-06,Legnica
59991814100,PRACTICE,79.8,6,2019-05-06,Kozienice
83259702400,PRACTICE,80.75,1,2019-05-03,Krakow - Balicka
49750530300,PRACTICE,65,1,2019-05-10,Leszno
49750530300,PRACTICE,85,2,2019-05-10,Mlawa
33497032200,PRACTICE,63,1,2019-05-10,Krasnik
33497032200,PRACTICE,91,2,2019-05-10,Skierniewice
14721313500,PRACTICE,49.4,1,2019-05-06,Bydgoszcz
14721313500,PRACTICE,60.8,2,2019-05-06,Lodz - Maratonska
14721313500,PRACTICE,81.7,3,2019-05-06,Bilgoraj
50379050300,PRACTICE,53,1,2019-05-09,Kozienice
50379050300,PRACTICE,74,2,2019-05-09,Barlinek
50379050300,PRACTICE,82,3,2019-05-09,Torun
67551723700,PRACTICE,70,1,2019-05-10,Lubin
67551723700,PRACTICE,68,2,2019-05-10,Ciechanow
67551723700,PRACTICE,79,3,2019-05-10,Tarnow
80716391600,PRACTICE,57,1,2019-05-09,Oswiecim
80716391600,PRACTICE,58,2,2019-05-09,Ostroleka
80716391600,PRACTICE,85,3,2019-05-09,Pulawy
89628678900,PRACTICE,71,1,2019-05-10,Kedzierzyn Kozle
89628678900,PRACTICE,59,2,2019-05-10,Warszawa - Odlewnicza
89628678900,PRACTICE,78,3,2019-05-10,Przemysl
33885465100,PRACTICE,58,1,2019-05-10,Kamienna Gora
33885465100,PRACTICE,90,2,2019-05-10,Poznan
58066473900,PRACTICE,68,1,2019-05-10,Gorzow Wielkopolski
58066473900,PRACTICE,76,2,2019-05-10,Elblag
82673737000,PRACTICE,55,1,2019-05-10,Krasnik
82673737000,PRACTICE,63,2,2019-05-10,Kedzierzyn Kozle
82673737000,PRACTICE,78,3,2019-05-10,Milicz
51506203700,PRACTICE,86.45,1,2019-05-06,Szczecinek
57232339800,PRACTICE,88,1,2019-05-09,Lodz - Maratonska
25515631100,PRACTICE,99,1,2019-05-10,Gdansk
73975592700,PRACTICE,67.45,1,2019-05-03,Piotrkow Trybunalski
73975592700,PRACTICE,77.89999999999999,2,2019-05-03,Ostrowiec Swietokrzyski
11011881600,PRACTICE,96,1,2019-05-09,Lublin
71726544600,PRACTICE,72.2,1,2019-05-06,Tarnow
71726544600,PRACTICE,47.5,2,2019-05-06,Zamosc
71726544600,PRACTICE,94.05,3,2019-05-06,Legnica
58549370200,PRACTICE,76.0,1,2019-05-06,Lomza
